Q1_Vehicle_Year,Q2_Vehicle_Brand,Q3_Aesthetic_Style,Q4_Friction_Wobble,Q4_Friction_Aesthetic,Q4_Friction_Block,Q4_Friction_Degradation,Q5_Rattle_Severity_Scale,Q6_Module_MagSafe,Q6_Module_BeverageLock,Q6_Module_BagHook,Q6_Module_Telemetry,Q6_Module_Tray,Q7_Primary_Concern,Q8_Price_Too_Cheap,Q9_Price_Bargain,Q10_Price_Expensive,Q11_Price_Too_Expensive,Q12_Reserve_Slot_Intent,Q13_Vehicle_Text,Segment
2021,Ford,The Purist,0,1,1,1,2,1,1,1,1,1,The Rigidity,52,92,289,314,0,Ford Mustang GT500,Family_WorkMom
2021,Tesla,The Functionalist,1,1,0,0,4,1,1,1,0,0,The Dash Fit,53,131,242,407,1,Tesla Model S Plaid,Family_WorkMom
2024,Land Rover,The Enthusiast/Builder,1,0,1,1,4,1,1,1,0,1,The Rigidity,58,94,177,301,0,Range Rover Sport HSE,Family_WorkMom
2023,Tesla,The Purist,0,0,1,1,3,1,1,1,0,1,The Footprint,59,104,201,226,0,Tesla Model 3 Long Range,Family_WorkMom
2025,Tesla,The Enthusiast/Builder,0,1,1,1,3,1,0,0,0,0,The Interaction,81,141,330,365,0,Tesla Model S Plaid,Tech_Purist
2018,Tesla,The Functionalist,1,0,0,1,2,0,1,0,0,0,The Dash Fit,30,96,186,387,0,Tesla Model S Plaid,Family_WorkMom
2023,Audi,The Enthusiast/Builder,1,1,0,0,4,1,0,0,0,0,The Rigidity,60,166,348,378,1,Audi R8 V10,Elite_Enthusiast
2018,Kia,The Functionalist,1,1,1,1,3,1,1,1,0,1,The Rigidity,33,49,79,131,0,Kia Carens,Practical_Upgrader
2018,Jeep,The Purist,0,0,0,1,2,0,0,1,0,0,The Footprint,42,139,159,217,0,Jeep Grand Cherokee L,Family_WorkMom
2020,Tesla,The Functionalist,0,0,1,1,2,1,0,1,0,0,The Footprint,101,153,173,228,0,Tesla Model S Plaid,Family_WorkMom
2020,Kia,The Functionalist,1,1,1,1,2,1,1,1,0,0,The Dash Fit,35,66,81,210,0,Kia Carens,Practical_Upgrader
2021,BMW,The Enthusiast/Builder,1,1,0,1,2,0,0,0,0,1,The Dash Fit,85,155,367,418,0,BMW X5 M,Tech_Purist
2023,BMW,The Functionalist,1,1,0,0,5,1,0,0,1,0,The Rigidity,102,261,415,445,1,BMW 5 Series xDrive,Elite_Enthusiast
2016,Hyundai,The Enthusiast/Builder,1,1,1,1,2,1,0,0,0,1,The Dash Fit,40,50,115,171,0,Hyundai i20 Sportz,Practical_Upgrader
2020,Tesla,The Purist,1,1,0,0,3,1,0,0,0,0,The Rigidity,44,129,264,320,1,Tesla Model S Plaid,Tech_Purist
2020,Land Rover,The Purist,0,0,1,1,3,0,1,1,0,1,The Footprint,60,145,198,323,0,Land Rover Defender 110,Family_WorkMom
2026,Ford,The Enthusiast/Builder,0,0,0,0,5,1,0,0,1,0,The Rigidity,136,189,317,347,1,Ford Raptor R,Elite_Enthusiast
2025,Tesla,The Purist,1,1,0,1,5,1,0,0,1,1,The Interaction,81,148,359,384,1,Tesla Model X,Tech_Purist
2026,BMW,The Purist,0,1,1,0,3,1,0,0,0,1,The Rigidity,40,80,305,330,0,BMW 5 Series xDrive,Tech_Purist
2022,Audi,The Functionalist,1,1,1,0,3,0,1,1,1,0,The Footprint,63,114,188,288,1,Audi Q8 e-tron,Family_WorkMom
2015,Kia,The Functionalist,1,0,1,0,2,1,1,0,0,1,The Rigidity,25,60,83,132,0,Kia Carens,Practical_Upgrader
2024,Tesla,The Enthusiast/Builder,1,1,0,0,4,1,0,0,0,1,The Footprint,60,125,322,351,1,Tesla Model X,Tech_Purist
2023,Porsche,The Enthusiast/Builder,1,1,0,1,1,0,0,0,1,0,The Dash Fit,122,260,386,523,1,Porsche Macan GTS,Elite_Enthusiast
2024,Tesla,The Purist,1,0,1,1,4,1,0,1,1,1,The Rigidity,61,148,206,421,1,Tesla Model 3 Long Range,Family_WorkMom
2020,Audi,The Enthusiast/Builder,0,0,0,0,4,0,0,0,1,0,The Rigidity,108,147,391,458,1,Audi RS6 Avant,Elite_Enthusiast
2023,BMW,The Purist,0,1,0,1,5,0,0,0,1,0,The Footprint,64,116,257,492,1,BMW X5 M,Tech_Purist
2021,Porsche,The Enthusiast/Builder,1,0,1,1,3,0,1,0,1,1,The Footprint,117,182,357,652,0,Porsche Cayman 718 GT4,Elite_Enthusiast
2023,Mercedes-Benz,The Purist,1,1,1,1,5,1,0,0,1,1,The Footprint,63,96,361,386,1,Mercedes AMG C63,Tech_Purist
2025,BMW,The Purist,1,1,1,0,4,1,0,0,1,1,The Rigidity,54,78,290,315,1,BMW M3 Competition,Tech_Purist
2018,Toyota,The Functionalist,1,0,0,1,2,0,1,1,1,1,The Interaction,26,71,123,143,0,Toyota Corolla Cross,Practical_Upgrader
2021,Jeep,The Functionalist,1,1,0,1,3,0,1,1,0,0,The Dash Fit,52,81,165,328,1,Jeep Grand Cherokee L,Family_WorkMom
2017,Hyundai,The Functionalist,1,1,0,0,2,1,1,0,0,1,The Dash Fit,28,56,71,208,0,Hyundai Tucson,Practical_Upgrader
2023,Porsche,The Enthusiast/Builder,1,1,0,1,4,1,0,0,1,0,The Footprint,104,208,440,470,1,Porsche Taycan Turbo,Elite_Enthusiast
2020,Toyota,The Enthusiast/Builder,1,1,1,0,3,1,0,1,0,0,The Footprint,29,39,200,220,0,Toyota Innova Crysta,Practical_Upgrader
2025,Mercedes-Benz,The Enthusiast/Builder,1,1,0,0,4,1,0,0,1,1,The Rigidity,122,142,402,700,1,Mercedes AMG C63,Elite_Enthusiast
2026,Jeep,The Purist,1,0,1,1,3,1,1,1,0,0,The Footprint,53,77,190,215,0,Jeep Gladiator Mojave,Family_WorkMom
2025,BMW,The Purist,0,1,0,0,5,1,0,1,0,0,The Interaction,65,171,242,335,1,BMW M3 Competition,Tech_Purist
2022,BMW,The Functionalist,0,1,0,0,3,1,1,0,1,1,The Dash Fit,105,196,226,457,1,BMW M4 CSL,Elite_Enthusiast
2024,Porsche,The Purist,1,1,1,0,5,1,0,0,1,0,The Rigidity,180,200,291,700,1,Porsche 911 Carrera S,Elite_Enthusiast
2023,Tesla,The Purist,0,1,0,1,3,0,0,0,1,1,The Footprint,92,115,260,364,0,Tesla Model S Plaid,Tech_Purist
2022,BMW,The Purist,1,1,1,1,4,1,1,1,1,0,The Rigidity,53,131,224,377,0,BMW M3 Competition,Tech_Purist
2025,Tesla,The Enthusiast/Builder,0,1,0,0,3,1,0,0,0,0,The Interaction,53,91,241,580,1,Tesla Model S Plaid,Tech_Purist
2020,Tesla,The Purist,0,1,0,0,2,1,1,0,1,0,The Interaction,68,121,306,348,0,Tesla Model Y Performance,Tech_Purist
2025,Mercedes-Benz,The Functionalist,0,1,1,1,5,1,1,1,1,1,The Interaction,104,119,255,280,1,Mercedes GLE 53 AMG,Family_WorkMom
2022,Other,The Functionalist,1,0,1,0,3,0,0,1,0,1,The Rigidity,65,121,196,250,0,Lucid Air Grand Touring,Family_WorkMom
2023,Mercedes-Benz,The Purist,0,1,1,1,4,0,1,0,1,1,The Footprint,43,121,249,285,0,Mercedes EQS 580,Family_WorkMom
2024,Mercedes-Benz,The Purist,1,1,1,1,4,1,1,0,1,0,The Rigidity,98,162,307,419,1,Mercedes EQS 580,Elite_Enthusiast
2022,Toyota,The Functionalist,1,0,1,1,3,0,1,0,0,1,The Footprint,33,120,135,180,0,Toyota Camry SE,Practical_Upgrader
2024,Mercedes-Benz,The Purist,1,1,1,0,4,1,0,1,0,0,The Interaction,76,124,360,385,1,Mercedes AMG C63,Tech_Purist
2023,Tesla,The Functionalist,1,0,0,0,4,0,1,1,1,1,The Footprint,78,97,143,339,1,Tesla Model Y Performance,Family_WorkMom
2018,Ford,The Functionalist,0,0,0,1,2,1,1,1,0,0,The Dash Fit,37,132,152,267,0,Ford Mustang GT500,Family_WorkMom
2018,Other,The Enthusiast/Builder,1,0,1,1,4,1,1,1,0,1,The Footprint,21,120,135,155,0,Genesis GV80,Practical_Upgrader
2021,Audi,The Enthusiast/Builder,1,0,1,1,5,1,1,0,1,0,The Rigidity,126,223,385,415,1,Audi RS6 Avant,Elite_Enthusiast
2025,Other,The Purist,1,1,0,1,2,1,0,0,0,1,The Footprint,100,176,260,392,0,Lucid Air Grand Touring,Tech_Purist
2022,Jeep,The Functionalist,0,0,1,1,2,1,0,0,0,1,The Footprint,49,79,308,473,0,Jeep Gladiator Mojave,Family_WorkMom
2024,Tesla,The Enthusiast/Builder,0,0,0,1,4,1,0,0,1,0,The Rigidity,51,128,234,361,1,Tesla Model X,Tech_Purist
2019,BMW,The Enthusiast/Builder,1,0,0,1,4,1,0,0,1,0,The Rigidity,91,217,247,345,1,BMW M4 CSL,Elite_Enthusiast
2015,Hyundai,The Functionalist,1,1,0,1,3,1,1,0,1,0,The Footprint,47,57,72,128,1,Hyundai i20 Sportz,Practical_Upgrader
2020,Toyota,The Functionalist,1,0,1,0,2,0,1,1,0,0,The Dash Fit,29,96,131,209,0,Toyota Camry SE,Practical_Upgrader
2021,BMW,The Purist,1,0,0,0,4,1,0,0,1,0,The Footprint,85,178,203,343,1,BMW M4 CSL,Tech_Purist
2021,Other,The Purist,0,0,0,0,2,1,0,0,1,0,The Footprint,49,126,300,380,0,Skoda Kushaq,Tech_Purist
2014,Toyota,The Functionalist,0,0,1,1,3,0,1,1,0,0,The Rigidity,49,59,115,135,0,Toyota RAV4 XLE,Practical_Upgrader
2026,Audi,The Purist,0,1,0,0,4,1,0,0,1,0,The Dash Fit,68,167,229,430,1,Audi A4 S-Line,Tech_Purist
2024,Ford,The Functionalist,1,1,0,0,4,1,0,0,1,0,The Footprint,67,99,353,700,1,Ford Mustang GT500,Elite_Enthusiast
2023,Mercedes-Benz,The Enthusiast/Builder,1,1,0,1,4,1,1,0,1,0,The Dash Fit,49,193,247,272,1,Mercedes GLE 53 AMG,Tech_Purist
2022,Mercedes-Benz,The Functionalist,0,1,0,0,5,1,1,1,0,1,The Footprint,47,134,216,246,1,Mercedes EQS 580,Tech_Purist
2021,Jeep,The Functionalist,1,1,1,1,4,1,0,0,1,0,The Dash Fit,30,81,214,298,1,Jeep Gladiator Mojave,Family_WorkMom
2025,Other,The Functionalist,0,1,1,0,5,1,0,0,1,1,The Rigidity,57,142,334,410,1,Skoda Kushaq,Tech_Purist
2019,Kia,The Functionalist,1,0,1,0,3,0,1,0,0,1,The Dash Fit,31,79,94,138,0,Kia Sonet GT Line,Practical_Upgrader
2016,Toyota,The Functionalist,0,1,0,0,4,1,1,1,0,1,The Footprint,31,41,87,107,0,Toyota Innova Crysta,Practical_Upgrader
2019,Jeep,The Functionalist,0,0,1,1,1,0,1,1,0,1,The Footprint,106,121,320,345,0,Jeep Grand Cherokee L,Family_WorkMom
2020,Audi,The Enthusiast/Builder,0,1,0,0,3,1,0,0,1,0,The Interaction,106,141,318,541,0,Audi A4 S-Line,Elite_Enthusiast
2019,Toyota,The Functionalist,1,0,1,1,2,1,0,0,1,0,The Dash Fit,40,76,91,128,0,Toyota Fortuner,Practical_Upgrader
2020,Hyundai,The Functionalist,0,1,0,1,3,0,0,0,0,1,The Rigidity,20,70,137,240,0,Hyundai Verna,Practical_Upgrader
2022,Audi,The Enthusiast/Builder,1,0,0,0,5,1,0,0,1,0,The Rigidity,98,130,179,609,1,Audi Q8 e-tron,Elite_Enthusiast
2014,Toyota,The Functionalist,1,0,1,1,3,0,0,1,0,1,The Dash Fit,19,54,93,145,0,Toyota Innova Crysta,Practical_Upgrader
2015,Hyundai,The Functionalist,0,0,0,1,4,0,0,1,0,1,The Rigidity,33,62,77,149,0,Hyundai Verna,Practical_Upgrader
2026,Mercedes-Benz,The Functionalist,1,1,1,1,4,0,1,1,0,1,The Dash Fit,30,142,164,189,1,Mercedes AMG C63,Family_WorkMom
2022,BMW,The Purist,1,1,0,0,4,1,1,0,1,1,The Footprint,52,113,349,387,1,BMW M3 Competition,Tech_Purist
2024,Tesla,The Purist,1,0,0,0,3,1,1,1,1,1,The Dash Fit,61,166,193,389,1,Tesla Model S Plaid,Family_WorkMom
2024,Porsche,The Purist,0,0,1,1,4,1,0,0,1,1,The Rigidity,110,130,450,480,1,Porsche Macan GTS,Elite_Enthusiast
2021,Land Rover,The Functionalist,0,1,0,1,3,1,1,1,0,1,The Footprint,75,90,247,500,0,Range Rover Sport HSE,Family_WorkMom
2016,Volkswagen,The Functionalist,1,1,0,1,2,1,1,0,0,1,The Dash Fit,31,55,119,139,0,VW Virtus GT,Practical_Upgrader
2020,Porsche,The Enthusiast/Builder,1,1,0,0,5,1,0,0,1,0,The Rigidity,155,175,271,379,1,Porsche Macan GTS,Elite_Enthusiast
2023,BMW,The Purist,0,0,0,1,2,0,0,1,0,0,The Dash Fit,39,88,177,251,0,BMW M4 CSL,Family_WorkMom
2024,Tesla,The Functionalist,0,0,0,1,2,1,1,1,0,1,The Dash Fit,43,200,220,314,0,Tesla Model S Plaid,Family_WorkMom
2023,Land Rover,The Functionalist,0,1,1,1,5,1,1,1,1,1,The Dash Fit,67,137,196,274,1,Land Rover Discovery 5,Family_WorkMom
2018,Maruti Suzuki,The Functionalist,1,0,1,0,3,0,1,1,0,1,The Dash Fit,37,65,92,112,0,Maruti Brezza ZXI,Practical_Upgrader
2018,BMW,The Functionalist,1,0,1,0,4,1,1,1,0,1,The Footprint,46,73,158,302,0,BMW 5 Series xDrive,Family_WorkMom
2026,Tesla,The Functionalist,0,1,1,1,3,1,0,0,0,1,The Footprint,61,200,220,391,0,Tesla Model 3 Long Range,Family_WorkMom
2025,BMW,The Enthusiast/Builder,0,1,1,0,3,1,1,0,0,0,The Rigidity,73,198,290,315,1,BMW M3 Competition,Tech_Purist
2020,Tesla,The Functionalist,0,1,1,1,3,0,1,1,0,1,The Rigidity,30,122,166,212,0,Tesla Model X,Family_WorkMom
2026,BMW,The Enthusiast/Builder,0,0,1,0,4,1,0,0,1,0,The Rigidity,61,172,450,480,1,BMW X5 M,Elite_Enthusiast
2023,BMW,The Purist,1,1,1,1,3,0,1,1,0,1,The Footprint,67,106,127,386,1,BMW M3 Competition,Family_WorkMom
2023,Porsche,The Purist,1,0,1,0,5,1,0,0,1,1,The Footprint,64,165,269,582,1,Porsche Taycan Turbo,Elite_Enthusiast
2024,Porsche,The Enthusiast/Builder,1,1,1,1,4,0,0,1,1,1,The Rigidity,65,184,232,382,1,Porsche 911 Carrera S,Elite_Enthusiast
2024,Land Rover,The Functionalist,0,0,0,1,5,1,1,0,0,1,The Footprint,30,200,242,267,0,Land Rover Defender 110,Family_WorkMom
2023,Audi,The Functionalist,0,0,1,1,1,0,0,1,0,1,The Dash Fit,36,92,257,282,0,Audi Q8 e-tron,Family_WorkMom
2015,Other,The Enthusiast/Builder,1,1,0,1,3,0,1,1,1,0,The Rigidity,31,102,117,152,0,Skoda Kushaq,Practical_Upgrader
2021,Tesla,The Functionalist,0,1,0,1,4,1,0,1,0,0,The Rigidity,118,137,209,356,1,Tesla Model Y Performance,Family_WorkMom
2026,Audi,The Functionalist,0,1,0,0,5,1,0,0,0,0,The Footprint,59,198,223,248,1,Audi A4 S-Line,Tech_Purist
2022,Tesla,The Enthusiast/Builder,0,1,1,1,1,1,0,1,0,0,The Footprint,59,100,224,337,0,Tesla Model 3 Long Range,Tech_Purist
2022,BMW,The Enthusiast/Builder,1,1,0,1,4,0,1,0,0,0,The Rigidity,128,202,323,445,1,BMW 5 Series xDrive,Elite_Enthusiast
2023,Audi,The Purist,1,1,0,0,5,0,0,0,1,1,The Footprint,48,69,253,463,1,Audi R8 V10,Tech_Purist
2023,Ford,The Enthusiast/Builder,1,1,0,0,3,1,1,1,1,0,The Rigidity,87,139,343,434,1,Ford Mustang GT500,Elite_Enthusiast
2019,Nissan,The Functionalist,1,0,0,1,5,1,1,0,0,1,The Rigidity,54,87,132,186,1,Nissan X-Trail,Practical_Upgrader
2026,Audi,The Enthusiast/Builder,1,0,1,1,1,1,0,1,1,0,The Dash Fit,61,200,334,534,1,Audi R8 V10,Elite_Enthusiast
2020,Land Rover,The Purist,0,1,1,1,4,1,0,1,0,1,The Rigidity,64,128,320,345,0,Land Rover Defender 110,Family_WorkMom
2020,Mercedes-Benz,The Functionalist,0,1,0,1,5,0,0,1,0,1,The Rigidity,119,142,378,590,1,Mercedes AMG C63,Elite_Enthusiast
2016,Toyota,The Functionalist,1,1,0,1,4,1,0,0,1,1,The Interaction,36,99,114,134,1,Toyota Corolla Cross,Practical_Upgrader
2025,Jeep,The Purist,1,1,0,1,4,1,0,1,0,1,The Footprint,58,149,213,468,0,Jeep Gladiator Mojave,Family_WorkMom
2024,Tesla,The Purist,0,0,0,0,1,1,0,0,0,1,The Footprint,54,95,268,356,0,Tesla Model X,Tech_Purist
2022,Audi,The Enthusiast/Builder,0,1,0,0,5,1,0,0,1,0,The Footprint,105,162,269,435,1,Audi A4 S-Line,Elite_Enthusiast
2025,Tesla,The Purist,0,0,1,1,4,0,0,1,0,0,The Interaction,67,122,230,323,0,Tesla Model 3 Long Range,Tech_Purist
2025,Porsche,The Enthusiast/Builder,0,0,1,1,1,1,0,1,0,1,The Dash Fit,116,173,450,480,0,Porsche Cayman 718 GT4,Elite_Enthusiast
2021,Volkswagen,The Enthusiast/Builder,1,1,1,1,4,1,0,0,0,1,The Dash Fit,28,120,135,199,1,VW Polo TSI,Practical_Upgrader
2025,Porsche,The Enthusiast/Builder,1,1,0,0,4,0,0,0,1,1,The Rigidity,107,197,350,380,1,Porsche Taycan Turbo,Elite_Enthusiast
2022,BMW,The Enthusiast/Builder,1,1,0,0,3,1,0,0,1,1,The Footprint,100,120,283,358,1,BMW X5 M,Elite_Enthusiast
2024,Porsche,The Enthusiast/Builder,1,1,1,0,3,1,0,1,1,0,The Rigidity,100,181,345,485,1,Porsche Taycan Turbo,Elite_Enthusiast
2022,Tesla,The Functionalist,1,1,1,1,2,1,1,1,0,0,The Footprint,44,100,276,434,0,Tesla Model S Plaid,Family_WorkMom
2025,Tesla,The Purist,1,1,1,0,4,1,1,0,0,1,The Rigidity,47,84,196,499,1,Tesla Model 3 Long Range,Tech_Purist
2024,Porsche,The Purist,0,1,0,0,5,1,0,0,1,0,The Footprint,129,149,327,700,1,Porsche Taycan Turbo,Elite_Enthusiast
2025,Porsche,The Enthusiast/Builder,1,1,0,0,4,1,1,1,0,1,The Footprint,75,205,330,355,1,Porsche 911 Carrera S,Tech_Purist
2023,Land Rover,The Functionalist,1,1,0,1,5,1,1,1,1,1,The Footprint,51,111,207,411,1,Range Rover Sport HSE,Family_WorkMom
2019,Ford,The Functionalist,0,1,0,1,5,0,1,1,0,1,The Dash Fit,62,77,126,151,1,Ford Raptor R,Family_WorkMom
2022,Jeep,The Functionalist,1,1,1,1,4,0,1,0,0,0,The Footprint,58,119,221,246,0,Jeep Gladiator Mojave,Family_WorkMom
2026,Land Rover,The Functionalist,0,0,1,1,1,0,1,1,0,0,The Footprint,69,141,161,186,0,Land Rover Defender 110,Family_WorkMom
2026,BMW,The Purist,1,1,0,1,4,1,1,0,1,0,The Footprint,66,229,380,432,1,BMW 5 Series xDrive,Tech_Purist
2019,BMW,The Enthusiast/Builder,1,1,0,0,4,1,1,0,1,1,The Dash Fit,72,214,260,354,1,BMW M3 Competition,Elite_Enthusiast
2021,Mercedes-Benz,The Enthusiast/Builder,1,1,0,0,4,1,1,0,1,0,The Rigidity,60,169,247,458,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2015,Honda,The Functionalist,1,1,1,1,4,0,1,1,0,1,The Dash Fit,16,63,78,205,0,Honda Amaze,Practical_Upgrader
2020,Honda,The Functionalist,0,0,1,1,3,1,1,1,0,1,The Rigidity,38,55,117,137,0,Honda City ZX,Practical_Upgrader
2024,Audi,The Functionalist,0,1,1,0,5,1,1,0,0,0,The Dash Fit,55,145,165,255,0,Audi R8 V10,Family_WorkMom
2020,Ford,The Functionalist,0,1,1,1,2,1,1,1,1,1,The Dash Fit,54,102,320,345,0,Ford Raptor R,Family_WorkMom
2024,Porsche,The Purist,0,1,1,1,4,1,0,0,0,0,The Footprint,55,75,380,405,1,Porsche 911 Carrera S,Tech_Purist
2024,Land Rover,The Purist,0,0,1,0,1,1,1,1,0,0,The Footprint,46,107,250,337,0,Range Rover Sport HSE,Family_WorkMom
2024,Mercedes-Benz,The Enthusiast/Builder,1,1,1,1,5,1,1,1,0,0,The Dash Fit,180,200,259,376,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2023,BMW,The Enthusiast/Builder,1,1,0,1,3,1,0,1,1,0,The Dash Fit,80,104,302,563,1,BMW 5 Series xDrive,Elite_Enthusiast
2024,BMW,The Purist,1,0,0,1,2,1,0,0,1,1,The Footprint,55,105,380,405,0,BMW M4 CSL,Tech_Purist
2024,Tesla,The Enthusiast/Builder,1,0,0,0,3,1,0,0,0,1,The Dash Fit,40,95,154,409,1,Tesla Model X,Tech_Purist
2022,Audi,The Enthusiast/Builder,1,1,1,1,4,1,0,0,1,1,The Dash Fit,80,153,422,452,1,Audi R8 V10,Elite_Enthusiast
2023,Porsche,The Enthusiast/Builder,0,1,0,0,3,1,1,1,1,1,The Rigidity,113,258,288,556,1,Porsche Taycan Turbo,Elite_Enthusiast
2024,BMW,The Enthusiast/Builder,1,1,1,0,4,1,0,0,1,1,The Footprint,83,216,246,276,1,BMW M4 CSL,Elite_Enthusiast
2025,Porsche,The Enthusiast/Builder,0,1,0,0,3,1,0,1,1,1,The Footprint,59,102,209,341,1,Porsche Cayman 718 GT4,Tech_Purist
2024,Porsche,The Functionalist,0,1,0,1,2,0,0,0,1,1,The Dash Fit,111,145,233,401,0,Porsche 911 Carrera S,Elite_Enthusiast
2024,Porsche,The Enthusiast/Builder,1,0,0,1,4,0,0,0,1,0,The Rigidity,71,123,184,455,1,Porsche Taycan Turbo,Elite_Enthusiast
2022,Tesla,The Enthusiast/Builder,0,1,1,0,5,1,0,0,0,1,The Footprint,56,179,204,310,1,Tesla Model X,Tech_Purist
2023,Ford,The Functionalist,0,0,1,1,5,1,0,0,1,1,The Footprint,155,175,278,309,1,Ford Bronco Wildtrak,Elite_Enthusiast
2020,BMW,The Functionalist,0,1,0,0,4,0,0,0,0,0,The Footprint,44,213,257,379,1,BMW X5 M,Tech_Purist
2021,BMW,The Enthusiast/Builder,1,0,0,0,5,0,0,0,1,0,The Rigidity,60,182,422,629,1,BMW X5 M,Elite_Enthusiast
2024,Mercedes-Benz,The Enthusiast/Builder,1,0,0,0,4,1,1,0,0,0,The Footprint,110,130,328,544,1,Mercedes AMG C63,Elite_Enthusiast
2026,Mercedes-Benz,The Enthusiast/Builder,1,1,0,0,2,1,0,0,1,1,The Footprint,60,117,390,579,1,Mercedes EQS 580,Elite_Enthusiast
2021,Tesla,The Enthusiast/Builder,0,1,0,0,3,1,1,0,1,0,The Rigidity,41,170,251,461,1,Tesla Model Y Performance,Tech_Purist
2017,Kia,The Functionalist,1,0,1,1,4,1,1,1,0,0,The Rigidity,27,73,128,148,0,Kia Sonet GT Line,Practical_Upgrader
2021,Kia,The Functionalist,0,0,1,0,5,0,0,1,0,1,The Dash Fit,33,49,163,183,0,Kia Carens,Practical_Upgrader
2020,BMW,The Functionalist,0,1,1,1,4,0,1,1,1,0,The Rigidity,39,85,209,389,0,BMW M4 CSL,Family_WorkMom
2024,Tesla,The Enthusiast/Builder,0,1,0,0,1,1,0,0,0,1,The Footprint,44,233,268,419,0,Tesla Model S Plaid,Tech_Purist
2024,Mercedes-Benz,The Purist,1,1,0,1,3,1,0,0,1,1,The Rigidity,87,164,285,605,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2023,Jeep,The Functionalist,0,0,0,1,3,0,1,1,0,1,The Footprint,54,143,172,320,0,Jeep Gladiator Mojave,Family_WorkMom
2016,Honda,The Purist,1,0,0,1,3,1,1,0,0,1,The Dash Fit,26,86,101,134,0,Honda Civic Type R,Practical_Upgrader
2022,BMW,The Enthusiast/Builder,1,0,0,0,2,0,0,0,0,1,The Rigidity,81,147,371,405,0,BMW M4 CSL,Elite_Enthusiast
2024,Porsche,The Purist,0,1,0,1,5,1,0,0,1,0,The Rigidity,136,156,314,353,1,Porsche 911 Carrera S,Elite_Enthusiast
2023,Porsche,The Enthusiast/Builder,1,1,0,1,4,1,0,0,0,0,The Rigidity,102,163,285,636,1,Porsche Taycan Turbo,Elite_Enthusiast
2019,Mercedes-Benz,The Enthusiast/Builder,1,1,0,0,5,1,0,1,1,1,The Rigidity,73,195,237,461,1,Mercedes AMG C63,Elite_Enthusiast
2024,Porsche,The Functionalist,1,1,0,0,5,1,1,0,1,0,The Rigidity,62,134,291,700,1,Porsche 911 Carrera S,Elite_Enthusiast
2020,Tesla,The Purist,0,1,1,1,4,1,0,0,1,0,The Footprint,68,220,261,325,1,Tesla Model Y Performance,Tech_Purist
2023,Jeep,The Purist,1,1,1,1,4,0,1,1,1,1,The Footprint,93,128,159,352,1,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2016,Toyota,The Functionalist,1,0,0,0,4,1,1,0,0,1,The Footprint,30,40,131,206,0,Toyota Camry SE,Practical_Upgrader
2023,Nissan,The Functionalist,0,0,0,1,4,0,1,0,0,0,The Rigidity,57,68,92,190,0,Nissan Magnite Turbo,Practical_Upgrader
2021,Tesla,The Functionalist,0,0,0,1,4,1,1,1,0,1,The Footprint,73,195,215,282,0,Tesla Model X,Family_WorkMom
2021,Land Rover,The Functionalist,1,1,0,1,4,1,0,0,0,0,The Dash Fit,42,132,152,392,1,Land Rover Discovery 5,Family_WorkMom
2019,Land Rover,The Functionalist,0,1,1,1,5,1,1,1,1,1,The Dash Fit,67,134,210,500,1,Land Rover Defender 110,Family_WorkMom
2023,Tesla,The Purist,1,1,0,1,4,1,0,1,1,0,The Footprint,86,111,205,280,1,Tesla Model S Plaid,Tech_Purist
2025,Tesla,The Functionalist,1,0,0,1,4,0,1,1,1,1,The Footprint,66,81,292,1074,1,Tesla Model S Plaid,Family_WorkMom
2026,Audi,The Purist,1,1,0,0,5,1,0,0,1,0,The Interaction,51,127,245,475,1,Audi Q8 e-tron,Tech_Purist
2021,Ford,The Enthusiast/Builder,0,1,1,1,3,1,0,0,0,0,The Footprint,95,110,179,272,0,Ford Mustang GT500,Family_WorkMom
2023,Tesla,The Functionalist,0,1,0,0,2,1,1,1,1,1,The Footprint,43,116,278,335,1,Tesla Model X,Tech_Purist
2023,BMW,The Functionalist,1,1,1,1,4,0,1,0,0,0,The Dash Fit,31,200,220,310,1,BMW M3 Competition,Family_WorkMom
2025,BMW,The Purist,0,0,1,1,4,1,1,0,0,0,The Rigidity,37,120,189,214,0,BMW M4 CSL,Family_WorkMom
2019,Maruti Suzuki,The Functionalist,1,1,1,1,4,1,1,0,0,0,The Dash Fit,24,76,178,198,0,Maruti Brezza ZXI,Practical_Upgrader
2023,BMW,The Purist,1,1,1,0,3,1,0,0,0,0,The Interaction,92,128,238,506,1,BMW M4 CSL,Tech_Purist
2023,BMW,The Purist,1,1,0,0,4,1,0,1,1,0,The Rigidity,148,242,272,436,1,BMW 5 Series xDrive,Elite_Enthusiast
2019,Honda,The Enthusiast/Builder,0,0,1,1,3,1,0,0,0,1,The Rigidity,35,55,111,189,0,Honda CR-V Sport,Practical_Upgrader
2018,BMW,The Functionalist,1,1,1,1,1,0,1,1,0,1,The Interaction,77,198,218,243,0,BMW 5 Series xDrive,Family_WorkMom
2019,Kia,The Purist,1,0,0,1,4,1,1,1,0,1,The Footprint,36,106,121,182,0,Kia Sonet GT Line,Practical_Upgrader
2023,Tesla,The Purist,1,1,0,0,5,1,0,1,1,1,The Rigidity,82,142,245,276,1,Tesla Model Y Performance,Tech_Purist
